
,customer_id,age,gender,city,education,income,orders,total_spent,category,payment,discount,rating,website_visits,support_calls,last_purchase,membership,churn,spending_per_order,age_group,purchase_year,purchase_month
1935,C169720,33.0,male,Jaipur,Bachelor,36459.0,4.0,16114.62,Beauty,Debit Card,10.5,4.7,13,2,2026-06-08,Gold,No,4028.655,adult,2026,6
1936,C119403,33.0,male,Hyderabad,Bachelor,50000.0,12.0,42435.86,Grocery,Upi,6.7,3.3,20,2,2024-03-15,Silver,No,3536.3216666666667,adult,2024,3
1937,C178036,34.0,male,Mumbai,Bachelor,48228.0,10.0,38080.97,Beauty,Debit Card,16.6,3.6856145474913977,16,0,2024-10-14,Basic,No,3808.097,adult,2024,10
1938,C120659,42.0,male,Mohali,Master,66298.0,8.0,25849.93,Sports,Debit Card,5.4,4.6,17,1,2025-04-04,Basic,No,3231.24125,middle_aged,2025,4
1939,C135371,24.0,female,Chandigarh,Master,36617.0,8.0,22940.8,Sports,Credit Card,7.6,2.1,18,1,2024-03-26,Basic,No,2867.6,young,2024,3
1940,C103734,30.0,female,Kolkata,Bachelor,68114.0,11.0,16824.19,Grocery,Upi,12.7,3.2,20,1,2024-09-17,Silver,No,1529.471818181818,adult,2024,9
1941,C196820,27.0,female,panipat,High School,70047.0,11.0,41034.74,Sports,Cash,19.6,3.7,12,2,2025-08-02,Gold,No,3730.4309090909087,adult,2025,8
1942,C132063,41.0,male,Hyderabad,Master,38219.0,8.0,14011.42,Electronics,Upi,9.4,5.0,22,3,2025-02-15,Basic,No,1751.4275,middle_aged,2025,2
1943,C171735,36.0,female,Chandigarh,Master,14563.0,7.0,12956.53,Clothing,Net Banking,21.7,2.6,23,4,2025-11-20,Basic,No,1850.9328571428573,adult,2025,11
1944,C166344,34.0,female,Mumbai,High School,8000.0,10.0,25688.39,Grocery,Cash,2.7,3.7,18,2,2025-06-04,Silver,No,2568.839,adult,2025,6
1945,C173885,35.0,female,panipat,Master,40000.0,5.0,19017.17,Sports,Net Banking,4.3,2.3,18,0,2024-09-01,Silver,No,3803.4339999999997,adult,2024,9
1946,C178596,25.0,female,Mumbai,Master,55613.0,11.0,39118.1,Electronics,Cash,20.9,3.6,23,3,2025-06-17,Platinum,No,3556.190909090909,adult,2025,6
1947,C171374,39.0,male,Chennai,Diploma,37779.0,8.0,18027.12,Clothing,Debit Card,15.1,3.4,19,1,2026-07-27,Basic,No,2253.39,adult,2026,7
1948,C170439,50.0,female,Delhi,High School,23170.0,4.0,5056.67,Electronics,Credit Card,7.0,3.1,17,2,2024-02-17,Basic,No,1264.1675,middle_aged,2024,2
1949,C145989,46.0,male,Chandigarh,Bachelor,12280.0,6.0,17242.13,Books,Wallet,10.6,1.6,20,2,2024-07-07,Silver,Yes,2873.6883333333335,middle_aged,2024,7
1950,C115622,20.0,male,Pune,Master,29927.0,7.0,10063.42,Sports,Debit Card,15.0,4.8,28,1,2024-01-28,Silver,No,1437.6314285714286,young,2024,1
1951,C170547,37.0,male,Pune,High School,70881.0,12.0,19896.01,Clothing,Debit Card,18.4,4.4,19,3,2025-12-30,Basic,No,1658.0008333333333,adult,2025,12
1952,C197918,21.0,male,Hyderabad,Bachelor,51522.0,10.0,19549.75,Clothing,Net Banking,15.1,3.0,16,1,2025-03-08,Basic,No,1954.975,young,2025,3
1953,C166835,42.0,female,panipat,Master,50129.0,11.0,20735.48,Electronics,Cash,9.8,2.0,23,3,2024-12-16,Platinum,No,1885.0436363636363,middle_aged,2024,12
1954,C132729,27.0,male,Bangalore,Master,80225.0,7.0,2093.05,Beauty,Net Banking,8.3,3.5,14,0,2026-01-02,Silver,No,299.00714285714287,adult,2026,1
1955,C157871,48.0,female,Chennai,Bachelor,41661.0,5.0,14565.81,Grocery,Credit Card,5.5,3.7,17,3,2026-05-25,Basic,No,2913.162,middle_aged,2026,5
1956,C176012,36.0,female,unknown,Bachelor,71422.0,6.0,14803.39,Clothing,Credit Card,14.1,3.3,23,2,2024-02-03,Basic,No,2467.2316666666666,adult,2024,2
1957,C181144,42.0,female,Chennai,Bachelor,90485.0,10.0,20885.47,Grocery,Debit Card,28.2,1.7,24,5,2024-10-04,Gold,Yes,2088.547,middle_aged,2024,10
1958,C110309,18.0,female,Chennai,High School,57817.0,5.0,13810.04,Electronics,Debit Card,9.6,1.2,20,10,2026-01-10,Platinum,No,2762.0080000000003,young,2026,1
1959,C194772,30.0,female,Mohali,Bachelor,48683.0,3.0,9837.26,Home,Upi,14.0,4.0,18,2,2025-04-17,Basic,No,3279.0866666666666,adult,2025,4
1960,C177591,27.0,other,Chennai,Bachelor,15905.0,18.0,40325.56,Electronics,Wallet,20.3,3.8,13,1,2026-03-29,Basic,No,2240.3088888888888,adult,2026,3
1961,C111200,35.0,male,Delhi,Bachelor,83074.0,3.0,2632.87,Grocery,Upi,4.7,3.2,13,2,2025-06-05,Basic,No,877.6233333333333,adult,2025,6
1962,C194281,31.0,female,Pune,High School,33536.0,5.0,0.0,Beauty,Wallet,11.9,4.0,16,4,2024-07-01,Gold,No,0.0,adult,2024,7
1963,C165649,35.0,female,Delhi,PhD,44986.0,6.0,16411.71,Home,Net Banking,11.1,4.6,17,2,2024-04-12,Silver,No,2735.285,adult,2024,4
1964,C190580,35.0,male,Chennai,Master,27438.0,12.0,15481.73,Books,Upi,5.8,3.8,18,2,2024-11-30,Basic,No,1290.1441666666667,adult,2024,11
1965,C149800,25.0,female,Chennai,High School,24677.0,8.0,13619.65,Books,Credit Card,11.8,5.0,17,0,2024-08-04,Basic,No,1702.45625,adult,2024,8
1966,C194517,28.0,male,unknown,Diploma,66266.0,12.0,22586.82,Electronics,Credit Card,13.9,2.9,16,5,2025-10-11,Silver,Yes,1882.235,adult,2025,10
1967,C120182,38.0,male,Mumbai,Master,51513.0,9.0,30099.14,Electronics,Net Banking,15.9,2.9,26,3,2025-11-18,Silver,Yes,3344.3488888888887,adult,2025,11
1968,C180401,41.0,female,Kolkata,Bachelor,49240.0,5.0,10615.44,Books,Debit Card,16.7,3.7,26,1,2025-10-04,Basic,No,2123.088,middle_aged,2025,10
1969,C174841,39.0,female,Jaipur,Master,47973.0,5.0,12589.78,Beauty,Upi,4.2,3.8,24,2,2024-02-02,Gold,No,2517.956,adult,2024,2
1970,C189904,49.0,female,Delhi,Bachelor,19047.0,7.0,18331.27,Grocery,Net Banking,24.6,4.6,11,2,2025-09-03,Gold,No,2618.752857142857,middle_aged,2025,9
1971,C109509,35.0,female,Mumbai,Master,31670.0,6.0,20127.31,Grocery,Cash,10.7,4.2,18,2,2024-12-15,Basic,Yes,3354.5516666666667,adult,2024,12
1972,C174979,46.0,male,Pune,PhD,34268.0,20.0,45022.105,Electronics,Wallet,18.3,4.2,9,0,2024-09-03,Platinum,No,2251.10525,middle_aged,2024,9
1973,C108242,23.0,other,Chandigarh,High School,19050.0,7.0,7449.73,Grocery,Upi,0.8,3.7,13,3,2025-04-19,Basic,No,1064.2471428571428,young,2025,4
1974,C148852,37.0,male,Kolkata,High School,40996.0,5.0,8374.08,Home,Credit Card,11.5,3.7,23,2,2025-04-19,Platinum,No,1674.816,adult,2025,4
1975,C111733,27.0,female,Jaipur,PhD,20565.0,7.0,16595.21,Grocery,Debit Card,8.8,3.4,23,1,2025-01-18,Gold,No,2370.7442857142855,adult,2025,1
1976,C187171,37.0,female,Chandigarh,Bachelor,10227.0,12.0,21418.8,Electronics,Upi,16.3,4.3,25,1,2026-04-26,Basic,No,1784.8999999999999,adult,2026,4
1977,C120534,34.0,female,Chandigarh,High School,24207.0,8.0,19389.3,Home,Net Banking,14.7,3.6,19,1,2025-09-25,Silver,No,2423.6625,adult,2025,9
1978,C192521,52.0,female,Chandigarh,High School,36979.0,13.0,42648.12,Electronics,Credit Card,7.1,4.6,18,3,2024-12-26,Gold,No,3280.6246153846155,middle_aged,2024,12
1979,C172413,21.0,male,Delhi,Bachelor,0.0,8.0,22034.01,Electronics,Debit Card,6.1,4.4,18,2,2026-07-10,Basic,No,2754.25125,young,2026,7
1980,C192859,34.0,male,Mumbai,Master,68319.0,13.0,20731.41,Sports,Credit Card,23.4,3.4,14,1,2026-06-23,Silver,No,1594.7238461538461,adult,2026,6
1981,C116636,29.0,male,panipat,High School,56923.0,11.0,24196.48,Beauty,Net Banking,16.6,3.1,14,0,2024-05-21,Gold,No,2199.68,adult,2024,5
1982,C129239,42.0,male,Hyderabad,High School,8000.0,6.0,12670.73,Electronics,Debit Card,16.9,4.0,14,0,2024-08-20,Gold,No,2111.7883333333334,middle_aged,2024,8
1983,C106302,26.0,female,Pune,Bachelor,84619.0,11.0,29652.69,Grocery,Net Banking,8.1,5.0,12,1,2025-04-28,Silver,Yes,2695.699090909091,adult,2025,4
1984,C118338,35.0,female,Chandigarh,Bachelor,34498.0,0.0,0.0,Sports,Cash,26.3,2.7,23,2,2026-02-02,Silver,No,0.0,adult,2026,2
1985,C142260,24.0,female,Pune,Bachelor,39346.0,7.0,16998.19,Home,Cash,0.0,4.4,15,4,2025-07-31,Gold,No,2428.312857142857,young,2025,7
1986,C134725,34.0,male,Jaipur,Master,34895.0,4.0,3339.29,Grocery,Net Banking,9.0,1.7,20,1,2025-01-02,Silver,No,834.8225,adult,2025,1
1987,C163410,58.0,female,Chennai,Master,44401.0,7.0,18572.06,Books,Debit Card,11.3,3.1,23,2,2026-07-16,Basic,No,2653.151428571429,middle_aged,2026,7
1988,C102741,25.0,female,Jaipur,Master,37247.0,7.0,23133.63,Electronics,Wallet,3.2,3.4,19,3,2025-04-19,Gold,No,3304.804285714286,adult,2025,4
1989,C128759,43.0,female,Mumbai,Bachelor,43571.0,999.0,27925.13,Sports,Wallet,10.7,3.9,19,0,2025-09-23,Basic,No,27.953083083083083,middle_aged,2025,9
1990,C160064,49.0,female,Hyderabad,Bachelor,31716.0,10.0,18688.76,Home,Credit Card,17.6,3.3,21,3,2025-02-06,Silver,No,1868.8759999999997,middle_aged,2025,2
1991,C101911,25.0,male,Hyderabad,High School,49957.0,9.0,23201.32,Sports,Net Banking,14.9,2.9,21,2,2025-01-27,Basic,No,2577.9244444444444,adult,2025,1
1992,C136892,38.0,female,panipat,Master,56698.0,14.0,32498.85,Home,Wallet,20.8,3.7,23,3,2024-01-22,Basic,No,2321.3464285714285,adult,2024,1
1993,C107424,36.0,male,Chennai,Bachelor,56096.0,16.0,45022.105,Grocery,Wallet,6.6,5.0,17,3,2026-01-21,Platinum,No,2813.8815625,adult,2026,1
1994,C136241,34.0,male,Pune,Master,59505.0,7.0,20092.15,Home,Credit Card,21.8,5.0,20,2,2024-06-27,Basic,No,2870.307142857143,adult,2024,6
1995,C107843,32.0,male,Hyderabad,Master,75335.0,8.0,13667.0,Beauty,Wallet,14.0,4.2,26,0,2025-04-17,Gold,No,1708.375,adult,2025,4
1996,C167627,28.0,male,Pune,Bachelor,45899.0,13.0,31224.25,Books,Net Banking,9.5,3.6856145474913977,16,3,2025-02-26,Basic,No,2401.8653846153848,adult,2025,2
1997,C100363,45.0,male,Delhi,Bachelor,9018.0,9.0,15876.63,Grocery,Net Banking,16.1,3.6,16,3,2025-01-27,Silver,No,1764.07,middle_aged,2025,1
1998,C130709,26.0,male,Mohali,Bachelor,66403.0,4.0,10826.17,Grocery,Cash,14.8,3.4,19,1,2025-12-21,Basic,No,2706.5425,adult,2025,12
1999,C119011,34.0,male,Kolkata,Bachelor,25046.0,8.0,16408.34,Books,Cash,9.0,3.6,13,0,2025-09-13,Basic,No,2051.0425,adult,2025,9
2000,C182416,33.0,male,Kolkata,Diploma,50614.0,8.0,19521.57,Sports,Upi,0.0,4.6,22,0,2024-12-24,Basic,No,2440.19625,adult,2024,12
2001,C159628,37.0,female,Chandigarh,Bachelor,25228.0,6.0,21262.09,Books,Wallet,0.5,2.3,14,2,2025-08-20,Silver,No,3543.681666666667,adult,2025,8
2002,C105121,36.0,male,Mumbai,Master,61207.0,0.0,0.0,Beauty,Upi,9.2,3.6856145474913977,20,2,2026-01-20,Gold,No,0.0,adult,2026,1
2003,C166924,34.0,female,Kolkata,Bachelor,58754.0,12.0,36800.08,Books,Wallet,5.6,3.6,20,2,2026-01-10,Silver,No,3066.6733333333336,adult,2026,1
2004,C156669,42.0,male,panipat,Diploma,61922.0,4.0,15640.46,Home,Wallet,14.9,4.8,19,1,2024-06-10,Basic,No,3910.115,middle_aged,2024,6
2005,C188660,35.0,female,Pune,Master,59695.0,9.0,11845.55,Sports,Net Banking,10.0,3.2,14,3,2026-02-02,Basic,Yes,1316.1722222222222,adult,2026,2
2006,C109527,33.0,male,Mumbai,PhD,57096.0,8.0,18261.45,Home,Wallet,14.9,3.3,24,1,2025-10-25,Basic,No,2282.68125,adult,2025,10
2007,C125731,56.0,female,Chandigarh,Bachelor,24224.0,2.0,1378.2,Beauty,Net Banking,5.7,4.6,13,0,2026-05-15,Basic,No,689.1,middle_aged,2026,5
2008,C142742,29.0,male,Kolkata,Bachelor,71960.0,12.0,35635.44,Electronics,Credit Card,14.0,5.0,14,1,2025-09-17,Basic,No,2969.6200000000003,adult,2025,9
2009,C163952,31.0,male,Jaipur,Master,47194.0,3.0,2681.92,Home,Wallet,12.9,2.5,8,4,2025-12-03,Silver,No,893.9733333333334,adult,2025,12
2010,C130339,32.0,male,Bangalore,Bachelor,25957.0,11.0,41206.45,Home,Net Banking,14.6,2.5,18,0,2025-04-16,Silver,No,3746.040909090909,adult,2025,4
2011,C120628,31.0,male,Pune,Bachelor,78225.0,5.0,18284.98,Home,Debit Card,1.3,4.0,24,0,2025-05-24,Platinum,No,3656.996,adult,2025,5
2012,C144747,37.0,male,Pune,High School,32856.0,9.0,34092.65,Electronics,Cash,1.1,2.5,21,1,2025-11-20,Basic,No,3788.0722222222225,adult,2025,11
2013,C135461,39.0,female,Kolkata,Master,23080.0,10.0,22777.45,Books,Cash,1.4,1.1,17,5,2025-10-11,None,No,2277.745,adult,2025,10
2014,C180558,25.0,male,Hyderabad,Bachelor,33312.0,5.0,11445.06,Books,Net Banking,7.0,3.6856145474913977,27,2,2024-10-06,Basic,No,2289.0119999999997,adult,2024,10
2015,C168010,51.0,female,Delhi,High School,26563.0,3.0,7103.07,Electronics,Upi,5.5,3.3,10,5,2024-09-25,Silver,Yes,2367.69,middle_aged,2024,9
2016,C131345,19.0,female,Delhi,Bachelor,0.0,10.0,38343.96,Clothing,Debit Card,25.6,3.4,13,2,2025-11-26,Basic,No,3834.3959999999997,young,2025,11
2017,C101600,22.0,female,panipat,Bachelor,59291.0,5.0,12600.93,Electronics,Wallet,15.2,3.7,20,2,2026-07-28,Silver,No,2520.186,young,2026,7
2018,C157639,35.0,female,Delhi,Master,51701.0,6.0,3976.85,Grocery,Upi,15.8,2.8,11,4,2024-05-29,Gold,Yes,662.8083333333333,adult,2024,5
2019,C114132,32.0,male,Jaipur,Master,28734.0,7.0,17548.95,Books,Net Banking,10.8,4.3,24,0,2026-04-25,Platinum,No,2506.9928571428572,adult,2026,4
2020,C141408,39.0,female,Mumbai,Master,54643.0,10.0,13822.24,Beauty,Cash,12.7,3.8,20,2,2025-11-28,Gold,No,1382.224,adult,2025,11
2021,C184476,45.0,male,Kolkata,Diploma,18962.0,10.0,25280.55,Beauty,Wallet,19.8,2.7,16,5,2024-11-28,Basic,Yes,2528.055,middle_aged,2024,11
2022,C174982,28.0,female,Chennai,Diploma,37042.0,13.0,13795.6,Clothing,Wallet,3.5,3.4,24,1,2025-10-14,Basic,No,1061.2,adult,2025,10
2023,C162989,41.0,male,Chennai,Master,49156.0,11.0,16974.2,Books,Wallet,11.0,2.7,16,2,2024-10-29,Basic,No,1543.109090909091,middle_aged,2024,10
2024,C169174,25.0,female,Bangalore,Bachelor,68371.0,11.0,14853.07,Home,Debit Card,33.9,4.3,18,2,2025-04-28,Basic,No,1350.2790909090909,adult,2025,4
2025,C135024,41.0,female,Bangalore,Master,54113.0,3.0,7900.91,Grocery,Net Banking,7.2,4.5,23,6,2025-07-25,Basic,No,2633.6366666666668,middle_aged,2025,7
2026,C118513,30.0,female,Mumbai,High School,56866.0,6.0,18815.39,Sports,Upi,8.2,4.0,19,1,2025-11-24,Silver,No,3135.898333333333,adult,2025,11
2027,C128765,29.0,female,panipat,High School,56426.0,5.0,17835.34,Sports,Debit Card,19.6,3.7,23,1,2025-07-10,Silver,No,3567.068,adult,2025,7
2028,C145990,38.0,female,Mumbai,Bachelor,28171.0,7.0,23227.15,Clothing,Wallet,14.5,3.7,17,0,2024-06-08,Gold,No,3318.164285714286,adult,2024,6
2029,C195648,37.0,male,Chennai,Bachelor,59132.0,7.0,16053.5,Grocery,Upi,17.0,3.1,25,0,2024-10-24,Platinum,No,2293.3571428571427,adult,2024,10
2030,C110033,40.0,female,Chandigarh,Master,48591.0,8.0,31010.81,Sports,Debit Card,0.0,3.2,17,2,2024-09-22,Silver,No,3876.35125,middle_aged,2024,9
2031,C113275,47.0,female,Jaipur,Diploma,63460.0,10.0,33267.38,Books,Net Banking,0.9,3.4,23,2,2024-12-19,Platinum,No,3326.738,middle_aged,2024,12
2032,C190489,32.0,male,Delhi,Bachelor,94579.0,10.0,14867.78,Sports,Net Banking,11.3,4.1,13,1,2024-02-09,Basic,No,1486.778,adult,2024,2
2033,C103290,23.0,male,Delhi,PhD,35571.0,5.0,8747.62,Books,Credit Card,3.8,3.9,12,3,2024-07-15,Basic,No,1749.5240000000001,young,2024,7
2034,C123374,35.0,male,Bangalore,Master,48950.0,8.0,18168.89,Home,Cash,23.9,3.9,17,3,2026-03-07,Platinum,Yes,2271.11125,adult,2026,3
2035,C120653,34.0,male,Jaipur,Bachelor,36826.0,9.0,26227.44,Beauty,Cash,12.0,3.5,11,1,2024-06-22,Basic,No,2914.16,adult,2024,6
2036,C148816,34.0,female,Delhi,Bachelor,62447.0,10.0,28242.54,Books,Debit Card,7.9,3.9,13,1,2024-11-21,Platinum,No,2824.254,adult,2024,11
2037,C182829,46.0,female,Chennai,Bachelor,66306.0,8.0,18752.5,Beauty,Cash,7.9,3.4,12,1,2024-11-30,Basic,No,2344.0625,middle_aged,2024,11
2038,C135005,38.0,male,Hyderabad,Bachelor,63039.0,5.0,9571.13,Beauty,Wallet,16.2,4.5,14,2,2025-03-02,Silver,No,1914.2259999999999,adult,2025,3
2039,C187320,38.0,female,Jaipur,Bachelor,65480.0,8.0,24204.96,Sports,Upi,11.8,4.1,22,2,2025-01-15,Gold,No,3025.62,adult,2025,1
2040,C171126,29.0,female,Pune,Diploma,34553.0,7.0,0.0,Beauty,Cash,0.0,2.3,15,4,2026-07-24,Basic,No,0.0,adult,2026,7
2041,C191878,42.0,female,Chandigarh,High School,63678.0,3.0,6666.97,Electronics,Credit Card,3.9,4.7,18,1,2025-08-21,Gold,No,2222.3233333333333,middle_aged,2025,8
2042,C111057,35.0,other,Chennai,Master,94579.0,5.0,7871.26,Grocery,Cash,3.8,2.6,24,0,2025-11-07,Gold,No,1574.252,adult,2025,11
2043,C151295,37.0,male,Kolkata,PhD,0.0,7.0,13358.88,Grocery,Credit Card,3.5,4.4,15,0,2025-04-19,Basic,No,1908.4114285714284,adult,2025,4
2044,C147165,32.0,male,Chandigarh,Bachelor,8215.0,7.0,19034.69,Clothing,Cash,12.2,5.0,25,1,2025-10-13,Gold,No,2719.2414285714285,adult,2025,10
2045,C197191,28.0,female,Bangalore,Master,25283.0,3.0,6222.16,Books,Wallet,0.0,3.8,20,5,2026-06-13,Basic,No,2074.0533333333333,adult,2026,6
2046,C187361,32.0,male,Chandigarh,Master,49365.0,9.0,26275.28,Home,Cash,16.1,4.8,14,1,2025-08-13,Basic,No,2919.4755555555553,adult,2025,8
2047,C113394,30.0,female,Hyderabad,Master,58277.0,3.0,7249.84,Books,Wallet,0.3,4.4,12,1,2025-01-13,Basic,Yes,2416.6133333333332,adult,2025,1
2048,C149311,37.0,female,Mumbai,Bachelor,44708.0,12.0,23883.5,Home,Cash,9.4,2.9,14,2,2025-12-16,Gold,No,1990.2916666666667,adult,2025,12
2049,C139961,43.0,female,Bangalore,High School,28037.0,6.0,3761.11,Beauty,Upi,14.1,5.0,18,4,2026-04-22,Basic,No,626.8516666666667,middle_aged,2026,4
2050,C189835,41.0,male,Delhi,High School,27309.0,16.0,45022.105,Sports,Credit Card,24.3,4.1,10,2,2024-06-05,Gold,No,2813.8815625,middle_aged,2024,6
2051,C159726,31.0,female,Pune,Bachelor,48731.0,8.0,20360.43,Beauty,Credit Card,7.7,3.2,14,2,2024-11-03,Gold,No,2545.05375,adult,2024,11
2052,C199189,43.0,male,panipat,High School,47642.0,8.0,6712.53,Clothing,Debit Card,8.8,1.6,12,4,2026-04-05,Basic,No,839.06625,middle_aged,2026,4
2053,C117445,22.0,female,Chandigarh,High School,49867.0,5.0,16100.8,Home,Debit Card,14.8,4.4,13,2,2025-04-04,Basic,No,3220.16,young,2025,4
2054,C140009,30.0,female,Hyderabad,High School,50049.0,11.0,27935.86,Books,Upi,13.7,4.0,23,0,2025-12-29,Gold,No,2539.6236363636363,adult,2025,12
2055,C109980,23.0,female,Mohali,Bachelor,31879.0,6.0,22265.95,Clothing,Credit Card,0.0,4.3,20,0,2025-05-16,Silver,No,3710.991666666667,young,2025,5
2056,C114110,28.0,male,Hyderabad,Bachelor,58645.0,6.0,12614.05,Beauty,Debit Card,16.1,3.0,19,1,2024-12-21,Basic,No,2102.3416666666667,adult,2024,12
2057,C185138,37.0,female,Delhi,Bachelor,56517.0,7.0,10326.58,Sports,Net Banking,19.9,2.3,23,2,2024-12-27,Silver,No,1475.2257142857143,adult,2024,12
2058,C156600,44.0,male,Mohali,Master,26134.0,7.0,11454.29,Beauty,Upi,7.5,2.1,24,1,2025-09-25,Basic,No,1636.327142857143,middle_aged,2025,9
2059,C164091,40.0,male,Pune,Master,35125.0,9.0,22599.74,Books,Wallet,21.1,4.8,19,5,2025-01-08,Basic,No,2511.0822222222223,middle_aged,2025,1
2060,C152046,26.0,female,Chennai,High School,61578.0,10.0,20327.89,Books,Debit Card,20.1,3.7,15,0,2025-03-01,Silver,No,2032.789,adult,2025,3
2061,C170966,28.0,female,Mumbai,Bachelor,57534.0,6.0,7044.65,Beauty,Cash,23.8,5.0,20,2,2026-03-03,Gold,No,1174.1083333333333,adult,2026,3
2062,C147218,35.0,male,Mumbai,High School,53945.0,6.0,20613.38,Beauty,Upi,14.1,3.9,21,2,2024-10-02,Silver,No,3435.5633333333335,adult,2024,10
2063,C127070,39.0,male,Hyderabad,Bachelor,39964.0,8.0,7618.81,Books,Wallet,26.6,2.8,16,6,2026-05-12,Basic,No,952.35125,adult,2026,5
2064,C193321,63.0,male,panipat,Diploma,47730.0,10.0,2514.8,Beauty,Cash,19.1,5.0,8,2,2024-12-12,Basic,No,251.48000000000002,middle_aged,2024,12
2065,C100088,34.0,female,Bangalore,Bachelor,17509.0,9.0,28999.26,Clothing,Debit Card,21.2,2.5,14,3,2025-04-19,Gold,No,3222.14,adult,2025,4
2066,C154425,42.0,male,Chennai,Bachelor,67713.0,8.0,14887.65,Home,Debit Card,10.2,2.2,19,2,2024-03-08,Basic,No,1860.95625,middle_aged,2024,3
2067,C186559,43.0,male,Bangalore,Bachelor,58000.0,11.0,45022.105,Electronics,Credit Card,8.4,5.0,21,5,2025-01-11,Silver,Yes,4092.918636363637,middle_aged,2025,1
2068,C147215,34.0,male,panipat,Bachelor,43071.0,7.0,15522.19,Sports,Upi,7.4,4.3,24,1,2024-10-28,Basic,No,2217.4557142857143,adult,2024,10
2069,C141364,34.0,male,Pune,Diploma,49302.0,10.0,39539.39,Clothing,Wallet,28.2,1.8,23,0,2025-12-29,Silver,No,3953.939,adult,2025,12
2070,C124461,41.0,male,Mohali,Bachelor,29817.0,13.0,45022.105,Electronics,Wallet,5.1,4.1,13,2,2025-05-29,Silver,No,3463.238846153846,middle_aged,2025,5
2071,C168187,35.0,male,Bangalore,Bachelor,34336.0,9.0,24647.35,Home,Upi,10.4,2.4,19,3,2024-01-09,Basic,No,2738.5944444444444,adult,2024,1
2072,C152767,37.0,female,Hyderabad,High School,47037.0,5.0,7723.37,Home,Upi,27.5,3.7,13,3,2025-04-03,Basic,No,1544.674,adult,2025,4
2073,C190018,35.0,female,Mumbai,Bachelor,57157.0,8.0,13564.03,Grocery,Wallet,7.2,2.5,12,1,2024-06-06,Basic,No,1695.50375,adult,2024,6
2074,C133736,37.0,female,Kolkata,Bachelor,44086.0,1.0,1497.29,Sports,Wallet,7.2,4.3,17,0,2026-07-11,Basic,No,1497.29,adult,2026,7
2075,C167606,40.0,female,Delhi,Bachelor,27264.0,13.0,18062.26,Clothing,Credit Card,11.2,4.5,19,3,2025-12-19,Basic,No,1389.4046153846152,middle_aged,2025,12
2076,C128748,21.0,male,Delhi,Diploma,36435.0,15.0,32873.21,Home,Debit Card,6.6,3.2,12,2,2024-10-21,Silver,No,2191.5473333333334,young,2024,10
2077,C108286,43.0,male,Mohali,High School,22267.0,8.0,32107.62,Home,Upi,2.3,3.0,28,3,2025-02-23,Basic,No,4013.4525,middle_aged,2025,2
2078,C179163,19.0,male,Kolkata,High School,47610.0,10.0,6145.51,Clothing,Upi,11.6,2.7,9,2,2025-12-01,Platinum,No,614.551,young,2025,12
2079,C102087,33.0,female,Mumbai,Bachelor,25878.0,13.0,29991.15,Beauty,Cash,13.4,4.3,20,1,2026-02-02,Gold,No,2307.0115384615387,adult,2026,2
2080,C144314,51.0,male,Mohali,Bachelor,59799.0,0.0,0.0,Grocery,Cash,33.1,4.9,13,1,2024-05-09,Silver,No,0.0,middle_aged,2024,5
2081,C166499,55.0,male,Pune,Bachelor,57284.0,6.0,20841.63,Grocery,Wallet,8.2,2.8,19,5,2026-03-22,Platinum,No,3473.605,middle_aged,2026,3
2082,C129196,39.0,female,Mumbai,Master,32906.0,8.0,10117.23,Beauty,Net Banking,1.3,3.8,17,5,2025-09-14,Silver,No,1264.65375,adult,2025,9
2083,C151366,32.0,male,Chennai,Bachelor,40372.0,7.0,13902.91,Sports,Cash,0.0,2.3,15,2,2025-07-08,Basic,No,1986.1299999999999,adult,2025,7
2084,C148212,27.0,male,Pune,High School,45582.0,4.0,9762.67,Books,Credit Card,10.4,3.7,23,4,2025-07-06,Silver,Yes,2440.6675,adult,2025,7
2085,C111855,26.0,female,panipat,Diploma,8000.0,9.0,20010.52,Sports,Debit Card,14.6,3.7,16,1,2025-09-14,Gold,No,2223.391111111111,adult,2025,9
2086,C112581,32.0,male,Bangalore,High School,38330.0,8.0,32352.88,Beauty,Wallet,3.2,3.5,16,2,2024-05-16,Basic,No,4044.11,adult,2024,5
2087,C191579,25.0,female,Hyderabad,Master,0.0,11.0,45022.105,Beauty,Credit Card,11.5,3.7,16,2,2025-12-06,Silver,No,4092.918636363637,adult,2025,12
2088,C193639,39.0,male,Kolkata,Bachelor,46931.0,9.0,18347.07,Beauty,Credit Card,19.9,3.5,11,2,2026-04-06,Basic,No,2038.5633333333333,adult,2026,4
2089,C144874,32.0,female,panipat,Diploma,69371.0,3.0,7386.13,Sports,Cash,14.4,3.9,18,3,2025-11-11,Basic,Yes,2462.0433333333335,adult,2025,11
2090,C172807,33.0,other,Bangalore,Master,39688.0,10.0,16102.93,Grocery,Upi,19.0,3.8,21,4,2025-02-13,Gold,No,1610.2930000000001,adult,2025,2
2091,C173143,41.0,female,Bangalore,Bachelor,57741.0,8.0,18994.15,Clothing,Upi,9.7,4.1,20,2,2025-07-13,Gold,No,2374.26875,middle_aged,2025,7
2092,C157363,46.0,female,Chennai,Bachelor,55257.0,4.0,3231.33,Books,Credit Card,7.8,3.8,10,3,2024-08-19,Gold,No,807.8325,middle_aged,2024,8
2093,C135150,30.0,female,Pune,Bachelor,42977.0,4.0,1583.55,Books,Net Banking,6.7,4.5,18,3,2025-05-11,Basic,Yes,395.8875,adult,2025,5
